ID,Author,DateTimeStamp,Body,Thread,PostsInThread
44304,Gene,2018-07-27 16:03:27.760855664,"What if you have twenty or thirty web pages you use 
for listening to stations?  That is what I meant when I spoke of 
micromemorizing pages.  It appears to me that it takes the links list a 
little time to open.  Then you move by first letter navigation to what you 
want.  I am not convinced it's faster to any significant extent or easier 
than opening find, typing list or listen and finding the link that way without 
remembering that the wrsv site, for example,  uses the word click, and the 
Wbcw site does but most other sites use listen.  These are fictitious 
examples.  
 
Quite some time ago, Send Space changed it's 
download link to a button.  When it happened, it cause me no problem in the 
slightest.  I simply typed downl and found the button immediately.  

 
When I found that it is now a button, I started 
typing the letter b from the top of the page.  But when the change was 
made, I found the button as quickly as I had found the link 
previously.
 
Perhaps I wrote too long a message, others will 
have to decide.  I wanted to make clear what I meant, and I wanted to argue 
forcefully for it In hopes that maybe, if any possibly influential instructors 
read the message, they might start making the case to others who teach and 
maybe, stop the pernicious way this is taught.
 
Gene","Amazon.com ""Cart"" page with JAWS & NVDA",31
44308,Robin Frost,2018-07-27 16:19:24.445127908,"Hi Gene and all,
Personally I appreciate the depth Gene’s message featured as he didn’t 
assume skill level or familiarity of any users new or old who might be reading 
it as we have users of all types here. He also aptly demonstrated that there is 
often more than one way to accomplish a thing and it’s always good to know more 
than one way as you never when a given way won’t be the best fit for a use case 
or situation.Secondly I find as a user who always likes to at least attempt to 
keep learning new things that the more detail or description of a concept given 
the better. That way if I archive a message for later review I have as much 
information at my disposal to revisit whether that be through a saved message or 
the archives of the group.
Thanks again Gene for your insights.
Robin","Amazon.com ""Cart"" page with JAWS & NVDA",31
44313,Gene,2018-07-27 16:45:52.260655941,"You can move through headings by pressing h while 
not in the headings list.  You also don't have to keep switching in and out 
of the headings list to see what may be underneath the heading.  There may 
be links.  If the heading is a link, there may be a teaser giving 
information about a story you may want to read to decide if you want to read the 
story itself.  NVDA has a links command, k to move forward and shift k to 
move gbackwards.  And if you move by links without using the links list, 
again, you can more efficiently look under a link to see if additional 
information is available without leaving the links list, then reentering it 
again.  I see no advantage that means anything conferred by the links 
list.  
 
Gene","Amazon.com ""Cart"" page with JAWS & NVDA",31
44315,Gene,2018-07-27 17:02:54.851167445,"I didn't address search pages, which you mention 
and which is important in demonstrating my point.
 
Let's use Google as an examle.
 
Google has each search result formatted as a 
heading.  So I can type the letter h and move from result link to result 
link.  It also has the address to which the link leads under the link so 
you know whether you are being directed to a legitimate site that corresponds 
with the text of the link.  it's protection against being taken to a 
malicious site masquerading as the real site.

I won't go into every item but if you look down further 
you will get to small excerpts of text on the page the link leads to.  This 
helps you decide if the information on the page is relevant.  It is much 
more efficient to type h, then down arrow through whatever you want to see about 
the result link, then type h again to move to the next result link of you want 
to skip the rest of the material.  Or you can just down arrow and read 
everything if you wish.  Then down arrowing once more takes you to the next 
result link.
 
It makes no sense to enter the 
headings list, move to the first result heading, leave the headings list, look 
at what you want, go back into the headings list and move to the next heading 
etc.
 
also, if all you want to do is 
move by heading, typing h will move you from one result link to the next to the 
next as efficiently as being in the headings list and moving by heading that 
way.  
 
And screen-readers these days 
have commands to move by heading, move by link, and move by list while all the 
time, staying on the page and not using an artificial structure which removes 
you from the structure of the page.
 
And of course, a move by button 
command.
 
Gene
----- Original Message 
-----
----- Original Message 
-----
Gene","Amazon.com ""Cart"" page with JAWS & NVDA",31
44316,Brian Vogel,2018-07-27 17:14:58.873929746,"Gene,            One of these days it might occur to you that what's right for you is not right for everyone.  That never seems to enter your mind.             A great many people prefer to ""distill"" what they're looking at at any moment.  It is not up to you to tell them they're wrong or they shouldn't.  Whatever works for the individual is what's best.-- 
Brian - Windows 10 Home, 64-Bit, Version 1803, Build 17134  
    A little kindness from person to person is better than a vast love for all humankind.
           ~ Richard Dehmel","Amazon.com ""Cart"" page with JAWS & NVDA",31
44318,Tyler Wood,2018-07-27 17:49:39.548408143,"Gene,
What works for you may not work for others.
For example, I like arrowing through a page to make sure I'm not
      missing anything. Yes, it takes longer, but overall I get the
      layout of the page, make sure I'm not missing any information at
      all. What difference does it make if someone opens the elements
      list or uses the find feature if both methods work in the end?","Amazon.com ""Cart"" page with JAWS & NVDA",31
44319,James Bentley,2018-07-27 18:09:05.585191092,"Hi all,
 
I have some very serious arthritis  in the joints of all of my 
fingers.  Plus, I do not want to waste my time arrowing through every 
single line on a page unless I need to do so.
 
Of course, I respect the fact that all of us have our own special needs and 
preferences.
 
My point is just that, I appreciate Gene’s time and pain saving methods of 
quickly finding what I need on a web site.  I first learned of his 
navigation methods around 3 years ago.  It has saved me a lot of trouble 
when line by line navigation and some of the other methods mentioned in this 
thread aren’t really necessary for me.
 
Regards to all.  And, thanks for every ones input.
 
James B","Amazon.com ""Cart"" page with JAWS & NVDA",31
44320,Gene,2018-07-27 18:26:31.195827818,"It is up to me to give my best advice and 
opinions.  I'm not forcing anyone to do anything.  If others disagree, 
that's the point of discussion on a list like this.  People may make up 
their own minds.  
 
and, frankly, perhaps you might consider that your 
perceptions as a sighted person may skew what you think is the most effective 
way to work with web pages.  For example, you seem to put an enormous 
amount of emphasis on getting a picture of the whole page.  That is a 
sighted perspective.  Sighted people see things as a whole.  I can't 
say no blind person will want to do this, some may.  But I believe, and my 
experience is that I perceive things in general in parts.  I know where I 
am in my dining room.  I know the living room is to the left of where I am 
sitting at the dining room table.  I don't have a whole picture of my 
dining room, my living room, etc.  I picture myself at a certain place and 
I picture where things are in relation to where I am.  And I don't mean 
everything.  I don't, I can't, picture, sitting in my dining room, where 
everything is in the living room from the angle of my chair at the table.  
I picture where the door is from where I am to enter the living room.  I 
can imagine myself walking through that door and, from there, I can picture 
where things are in that room from being just inside that door.  

 
I'm not saying no blind people build up pictures of 
the whole, I've read of one person who does.  I don't know if that person 
saw before.  
 
When I sit at my computer table, I don't ;picture 
the table as a whole.  I picture where this or that object is from where I 
am sitting.  That's how I experience objects on the table and that's how I 
model them.  You see everything as a whole.  
 
I know that buildings reach far higher than I can 
reach up with my hands.  But that is intellectual knowledge.  When I 
picture a building, I picture myself at a specific place, the door, the wall, 
walking toward the door, facing the wall, to the left of the door, etc.  I 
can't picture the building above where I can reach.  If I tried, I would 
have to imagine my self being able to jump up or fly up along the side of the 
building and touch the building at whatever part I was now able to touch.  
I might know that the building has eight windows above each other but I would 
have to picture myself flying up and counting the windows.  
 
Now, to Internet pages:
Often, blind people don't need to know about the 
whole page.  they may be looking for this or that specific thing or kind of 
thing.  I don't have to know anything about the whole page to find the 
listen link on a radio station site that streams.  I don't have to know 
anything about a page I'm going to just to find one recipe.  Of course, if 
I want to know more and see what else is available on the page, fine.  If I 
go to a newspaper site I haven't been to before and I want to find the 
editorials, I may do a search for editorials.  if there is no link, I may 
search for opinion.  I may search for commentary if there Is no opinion 
link.  
 
There are a lot of times when I want to know much 
more of what is on a page.  I may read part of a page or all of a page to 
make sure I don't miss anything of interest.  But I don't carry around a 
mental image of the page.  I remember that the page may have this or that 
link or links I'  am interested in.  I may remember that a link is in 
the navigation links at the top of the page.  But I'm much more interested 
in knowing that I can search for the first four or five letters of a defining 
word in the link that is not expected to be used much, if at all, elsewhere on 
the page.  Edito for editorials.  Polit for politics.  Movies, 
theater, etc.  I may use the find command the next time I am on the 
page.  At some point, I may book mark a page such as the editorial 
page.
 
Again, the page is perceived in bits or 
pieces.  I don't, I can't perceive the page as a whole in any effective 
way.  I may know as a fact that as the page is displayed in browse mode, 
navigation links are at the top, then the main part of the page, the article, 
for example.  But I don't try to picture the page as a whole unified 
object.
 
That isn't to say that your discussions of using 
the mouse aren't useful.  I haven't tried what you suggest and I might find 
times when it is useful, though not necessarily as you imagine.  Not in 
terms of me perceiving the page as a whole, but in terms of finding a structure 
I can't work with from the keyboard such as a link that isn't coded to respond 
to the keyboard and only works with the mouse.  
 

If I believe a method is superior, I'll say so.  If 
others disagree, fine.  it's there right to say so.  If you disagree, 
fine.  Show me where anything I say is incorrect or where your suggestions 
may be superior.  Show me how it is more efficient and a more natural way 
to work to go into the headings list on a Google results page, and constantly 
leave the headings list, then reenter it again.  Give an example of how it 
is better to do that than to type the letter h to move by headings.
 
NVDA developers have repeatedly and emphatically stated 
that a screen-reader shouldn't give information not found on a page in most 
instances.  JAWS is often criticized for providing proprietary structures 
that many people claim aren't necessary and cause people to be unnecessarily 
dependent on JAWS.  Those who believe these things strongly don't say, 
different people do things differently and that's just what I think, I may be 
wrong but, and then givbe their opinion.  
 
If I have a strong opinion that I believe is generally 
applicable, I'll state it.  Others are free to disagree.  

 
There may be times when someone has a learning disability, 
for example, that other methods may be better.  I was addressing what I 
consider to be the best way to do things in general for blind people without 
other problems that may make other means more suitable to them.  

 
Gene","Amazon.com ""Cart"" page with JAWS & NVDA",31
44322,Gene,2018-07-27 18:37:54.195994229,"My first message demonstrates the difference.  

 
You said you like to arrow down a page.  I 
didn't say how people should move down pages.  I talked about how to work 
with pages where you want to find something and you aren't interested in what 
else is on the page.  I didn't say how a blind person should look through a 
page where they want much more information about what is on a page.  Please 
don't assume that when I describe how to do something in what I think is the 
best way, and when I specify the context, that I am generalizing beyond the 
circumstances and context I am describing.  
 
I was very careful to make comments such as, if 
someone wants more information, they may want to look at all or a lot more of a 
page.  I'm specifically discussing the significant disadvantages and 
inefficiencies of using an artificial structure that separates you from the 
layout of the page and where you would use first letter navigation where you 
don't know what you are looking for on an unfamiliar page.  How do you know 
the download structure is perceived by your screen-reader as a link.  On 
Send Space, it is perceived by the screen-reader is a button.  What is more 
efficient.  Using find if you haven't used Send Space and search for the 
word download or even more efficient, downl or to use the links list, use first 
letter navigation and move through however many links begin with the letter d, 
not find download, leave the links list, then look for the word download in 
other ways.  
 
Gene","Amazon.com ""Cart"" page with JAWS & NVDA",31
44323,Lino Morales,2018-07-27 18:53:27.983191732,"I totally agree with you and Bryan. Heck I even do what Tyler does now. I’ve done this going back to my JAWS days.
 
Sent from 
Mail for Windows 10","Amazon.com ""Cart"" page with JAWS & NVDA",31
44325,Rosemarie Chavarria,2018-07-27 19:48:56.182354845,"Hi, Brian,


What I do if I'm on an unfamiliar site is have a look at the page
      to see what the layout is like. Then after having used it several
      times, I can go to the top of the page and do the NVDA find
      command to look for a particular word depending on what site I'm
      working with. I don't use the physical mouse but I do know how to
      do an equivelent of a mouse click.


Rosemarie","Amazon.com ""Cart"" page with JAWS & NVDA",31
44326,Rosemarie Chavarria,2018-07-27 20:13:43.520837200,"I useH to go to different headings on web pages. For instance, I
      listen to the Catholic TV online mass from Heart of the Nation and
      there's a heading with the link. I read the heading and then just
      above it, there's the link. I hit enter on the link and the Mass
      starts playing.","Amazon.com ""Cart"" page with JAWS & NVDA",31
44327,Brian Vogel,2018-07-27 20:44:16.888776659,"Gene,           No one is better at making a mountain out of a molehill than you are.           You really need to consider ""how you read,"" as it's clear to me that I am far from alone in my perception of your both your tone and the scope of your comments.           As to my taking on ""the sighted way"" well, of course I do.  We are all the products of our sensory palettes.  I could no sooner pretend to understand what it is to be blind as a perceptual world than I could to pretend to understand what it is to be deaf, unable to taste or smell, or lacking touch or proprioception.  I am what I am, and I make no apology for that.  I also find your explanation of how you look at a webpage utterly alien to my own experience even when I'm looking at parts rather than the whole.  I tend to look at classes of objects because most webpages are presented arranged by such and, up until very recently, one could count on object types having very distinct visual presentations.  That's how most of them came to have their names, e.g, a button on screen looks like a button on a physical object (or at least it did until the recent flat look became all the rage, now it looks like a rectangle filled in by color and a label when it's done conventionally).  It is bad, bad, bad design to mask one object as though it were another.  It violates every rule in the book.-- 
Brian - Windows 10 Home, 64-Bit, Version 1803, Build 17134  
    A little kindness from person to person is better than a vast love for all humankind.
           ~ Richard Dehmel","Amazon.com ""Cart"" page with JAWS & NVDA",31
44330,Rosemarie Chavarria,2018-07-27 21:10:14.900339894,"Hi, Brian,


I couldn't have said it any better. Yes, we all see things from
      different points of view. I know what you mean about pretending to
      be something you're not. It would be like me pretending to be
      sighted when I'm not. As far as looking at web pages, a person has
      to do what works best for him or her. There is no ""right way"" of
      looking at web pages. I know we haven't always agreed on some
      things but I do have a lot of respect for you. Thank you for this
      great message.


Rosemarie","Amazon.com ""Cart"" page with JAWS & NVDA",31
