ID,Author,DateTimeStamp,Body,Thread,PostsInThread
41804,Roger Stewart,2018-06-16 14:46:47.143578824,"Also, it's now very difficult to accept an invite from another person to share a folder.  You used to just get an email and it says who is asking you to share and there are 2 buttons--one says accept and the other says decline.  That was so easy!  Now you are taken to a web page of some kind and it asks you to solve a captcha and this can no longer be done as Webvisum is finished for Firefox, and I know of nothing like it that works with any other browser.  Seems like dropbox wants us to just go away.Roger",Dropbox innaccessibility again,30
41806,Ralf Kefferpuetz,2018-06-16 14:57:15.485536181,"I tried that under Win10 and Dropbox  51.4 with NVDA 2018.2.I can share a folder, I right click it in the dropbox folder and selectshare. In the window coming up I select write or read only in the dropdownthen I enter an email address and tab to the comment edit field, enter somecomments and tab to the Enter and share button. That's it for me, the folderis shared and a message is send to the email I entered.Regards,   Ralf",Dropbox innaccessibility again,30
41807,Brian's Mail list account,2018-06-16 14:57:38.194486093,"I don't think so, is there no audio version?The problem is everyone these days is security paranoid. I did not know about the capchar, but I have just sent them an email about the inaccessible dialogues and messages.I also have a big list of some of the problems on the dev list but no dev has commented. I shall turn it into a ticket if i get time this weekend. However if its not possible to tweak nvda to get these things to read, not withstanding the cap char then i feel that somebody in NVDA a programmer really needs to have a word with them as they talk the same language. A lot of it is written in python QT and C. It should be perfectly possible to fix the dialogues as they made them work before.As for the Capchar, Google is gradually removing those in favour of a question based system like.If the sky is cloudy is it blue.To which the answer is no of course.I particularly like the one that says in the edit field, if you are not a robot leave this field blank.Brianbglists@...Sent via blueyonder.Please address personal email to:-briang1@..., putting 'Brian Gaff'in the display name field.This message sent from a Windows XP machine!",Dropbox innaccessibility again,30
41809,Laz,2018-06-16 15:34:03.539834143,"Capture? I believe you meant to say CAPTCHA INSTEAD.On 6/16/18, Brian's Mail list account via Groups.Io<bglists=blueyonder.co.uk@groups.io> wrote:I don't think so, is there no audio version? The problem is everyone these days is security paranoid. I did not knowabout the capchar, but I have just sent them an email about the inaccessibledialogues and messages. I also have a big list of some of the problems on the dev list but no devhas commented. I shall turn it into a ticket if i get time this weekend.However if its not possible to tweak nvda to get these things to read, notwithstanding the cap char then i feel that somebody in NVDA a programmerreally needs to have a word with them as they talk the same language. A lotof it is written in python QT and C. It should be perfectly possible to fixthe dialogues as they made them work before. As for the Capchar, Google is gradually removing those in favour of aquestion based system like. If the sky is cloudy is it blue. To which the answer is no of course.I particularly like the one that says in the edit field, if you are not arobot leave this field blank.Brianbglists@...Sent via blueyonder.Please address personal email to:-briang1@..., putting 'Brian Gaff'in the display name field.This message sent from a Windows XP machine!----- Original Message -----From: ""Roger Stewart"" <paganus2@...>To: <nvda@nvda.groups.io>Sent: Saturday, June 16, 2018 3:46 PMSubject: Re: [nvda] Dropbox innaccessibility againAlso, it's now very difficult to accept an invite from another person toshare a folder. You used to just get an email and it says who is askingyou to share and there are 2 buttons--one says accept and the other saysdecline. That was so easy! Now you are taken to a web page of some kindand it asks you to solve a captcha and this can no longer be done asWebvisum is finished for Firefox, and I know of nothing like it that workswith any other browser. Seems like dropbox wants us to just go away.RogerOn 6/16/2018 6:34 AM, Brian's Mail list account via Groups.Io wrote:I wanted to share a folder today, but it seems on the current versionthis dialogue no longer works with nvda either. it just is a blank pagesaying its the shaere with another user item, but just like thepreferences and the delete from all machines and devices one its totallyempty of any controls that read at all.Anyone care to comment?If its also happening in windows 10 maybe we can write en masse toDropbox to get them to correct this.Brianbglists@...Sent via blueyonder.Please address personal E-mail to:-briang1@..., putting 'Brian Gaff'in the display name field.-- Affordably priced Accessible Talking MP3 Players, Accessible phones,Bluetooth devices, and accessorieshttp://www.talkingmp3players.com/Email: laz@...Phone: 727-498-0121Skype: lazmesaPersonal Facebook: https://m.facebook.com/laz.mesaFacebook: https://m.facebook.com/Talkingmp3players?_rdr",Dropbox innaccessibility again,30
41811,Gene,2018-06-16 16:12:40.953151449,"If you use an older portable version of Firefox, 
you can use Webvisum with it.  You would use the portable version for sites 
that require captchas and the current version or the current ESR version for 
other browsing, assuming you want to use firefox for your main 
browser..
 
Gene",Dropbox innaccessibility again,30
41812,Gene,2018-06-16 16:15:26.495743629,"The word is c a p t c h a, captcha.  If you 
write to someone complaining about inaccessible captures, you will loose 
credibility.  
 
Gene
----- Original Message 
-----",Dropbox innaccessibility again,30
41814,Daniel Hawkins,2018-06-16 16:17:10.579370948,"That is good to know, I would have spelled it wrong too. This is why I need to use the spell by character more often. Thanks for the tip!
Daniel Hawkinscomputersassociated@...",Dropbox innaccessibility again,30
41819,Sarah k Alawami,2018-06-16 18:13:50.653587637,"Actually, i've even spelled it correctly and most people don't even know what that even is called. Lol! I didn't even know the term until maybe 2012. and even my sighted relitaves don't get it. they are like, what is that and I don't understand.",Dropbox innaccessibility again,30
41823,Laz,2018-06-16 18:50:53.269902701,"Sure, but if one is going to write a company to complain about theiruse of quote captures unquote on their web site, they're either goingto think you're nuts or won't know what you're talking about. It's agood idea to call something what it is or one won't get very far. It'slike going to a deli and asking for a cam shaft sandwich when oneshould have said Corned Beef Hash instead. the two phrases aredifferent things just as capture and captcha are two totally differentthings.Laz",Dropbox innaccessibility again,30
41824,Sarah k Alawami,2018-06-16 19:05:46.334275298,"As for excepting a folder I just follow the promots, no captcha for me. I just accepted a folder earlier this month for a course I'm working on.",Dropbox innaccessibility again,30
41846,Brian's Mail list account,2018-06-17 07:25:19.880632602,"Which  version of the desktop software for windows are you running. There does seem to be an issue here between versions and platforms from what I have gleaned from other people.Brianbglists@...Sent via blueyonder.Please address personal E-mail to:-briang1@..., putting 'Brian Gaff'in the display name field.",Dropbox innaccessibility again,30
41847,Brian's Mail list account,2018-06-17 07:27:07.177188584,"Unfortunately in windows 7 the dialogues do not read at all.I've tried this on a machine with 7 home and 7 pro now with the same result. There is nothing special about the machines, no weird software no fiddles. It just does not work. and as all other software seems to work fine I'm rather bemused.Brianbglists@...Sent via blueyonder.Please address personal E-mail to:-briang1@..., putting 'Brian Gaff'in the display name field.",Dropbox innaccessibility again,30
41848,Brian's Mail list account,2018-06-17 07:28:37.607240947,"You are worrying about typos. We know what we mean. If I was writing to a company I'd explain the actual issue without trying to use buzz words for them.Brianbglists@...Sent via blueyonder.Please address personal E-mail to:-briang1@..., putting 'Brian Gaff'in the display name field.",Dropbox innaccessibility again,30
41849,Brian's Mail list account,2018-06-17 07:30:50.899476332,"I did but my fingers often put things in that my brain does not intend and if neither word is in the dictionary then it gets through.Brianbglists@...Sent via blueyonder.Please address personal E-mail to:-briang1@..., putting 'Brian Gaff'in the display name field.",Dropbox innaccessibility again,30
41850,Brian's Mail list account,2018-06-17 07:32:21.942582902,"I know, see my earlier comment on this one.I loved the  one I saw on a newsgroup a year or so ago.That thing that has apparently got wobbly writing in it that even most people with sight cannot  understand!Brianbglists@...Sent via blueyonder.Please address personal E-mail to:-briang1@..., putting 'Brian Gaff'in the display name field.",Dropbox innaccessibility again,30
41861,Gene,2018-06-17 10:23:41.107025200,"I wouldn't assume this is a general problem.  
It may be related to the preferences problewm you have.  
 
Gene",Dropbox innaccessibility again,30
41862,Gene,2018-06-17 10:32:31.813581493,"It isn't a typo.  It is the result of the 
chronic and widespread practice of a lot of blind people not checking spelling 
of unfamiliar words and relying on speech for the spelling.  it doesn't 
matter what you explain or how.  If you write to a business or web site 
administrator or whomever in a business capacity, and misspell the name of the 
thing you are writing about, you lose considerable credibility and do not look 
competent.  
 
And how do you know that the thought doesn't arise 
in the recipient, ""If the person is misspelling the name to this extent, maybe 
the person doesn't know how to use the captcha.  If you want credibility in 
the sighted business and other professional worlds, spell correctly and use 
correct names.  A typographical error is mistyping;  This is 
misspelling.  and this issue goes much further.  If you don't check 
names to be sure the spelling is correct, for example of the person you are 
writing to, you might use a w at the end of a name when you should use o u g 
h.  and in your specific case, someone might spell Brian with a y instead 
of with an I or visa versa.  And the list goes on.  
 
Gene",Dropbox innaccessibility again,30
41870,Robert Kingett,2018-06-17 12:54:09.203130651,"I am on windows 10, and the latest version of DropBox reads fine for me when I share a folder and when I accept a folder invite. When I accepted a folder invite I did not have to accept any captures. :)
And yes, I know how to spell captcha's but I just wanted to piss some people in this thread off. :)
I'm not sure why the captcha's are appearing. I've been trying to find  a decent accessibility contact all morning. My emails to other departments are opened, but not replied to. I generally don't write to general email addresses in cases like this. I have yet to get a decent reply from anybody over there so does anybody have any contacts?",Dropbox innaccessibility again,30
41925,Brian's Mail list account,2018-06-18 14:07:41.837241099,"Actually going back to my original query about the non reading dialogues and alerts in the latest version in Windows 7..I had a pair of eyes here today, she says that on the screen about delete from this machine or all machines and devices there are just two buttons. One to  say OK and one to say cancel. Additional text then says you need to reinstate the deletion and use a different option to just do a local delete. None of the buttons or the additional instructions are accessible here on windows 7. I'd be obliged if somebody who knows the inner workings of NVDA can look at this issue. Its probably more important that it can be fixed for preferences and the share dialogue though as it seems pressing enter on the delete alert will in fact  result in a global deletion. Sadly none of the buttons are highlighted  at all by any keyboard action I can come up with, indeed these buttons are not there according to nvdA/b.My guess is that they are either native windows 10 specific controls that should not be used in software like windows 7, or they are in fact not accessible to anybody.Dropbox, being the main platform used by many people I think has a responsibility to be accessible in this domain.Their web sites menu system keeps on turning on focus mode and having to have it turned off the get at the menus then when you select it goes into focus mode again. its obviously non standard so we need a real working desktop interface here.Brianbglists@...Sent via blueyonder.Please address personal E-mail to:-briang1@..., putting 'Brian Gaff'in the display name field.",Dropbox innaccessibility again,30
41926,Brian's Mail list account,2018-06-18 14:09:45.090119032,"In that case then it looks like they are using a form of control not existing in windows 7. The correct thing to do surely is to make sure all supported operating systems still work with your software.I certainly have nothing special here as far as windows 7 is concerned so it has to be the program since the older versions worked fine.Brianbglists@...Sent via blueyonder.Please address personal E-mail to:-briang1@..., putting 'Brian Gaff'in the display name field.",Dropbox innaccessibility again,30
41927,Brian's Mail list account,2018-06-18 14:12:20.584199515,"Well yes but the chances of two different computers running different versions of 7 having exactly the same issue does tend to suggest a general problem. What are the chances that this is a bug? In my view not very likely as one would find that some other software would also be affected and thus far none is so....Brianbglists@...Sent via blueyonder.Please address personal E-mail to:-briang1@..., putting 'Brian Gaff'in the display name field.",Dropbox innaccessibility again,30
41929,Gene,2018-06-18 14:22:54.701112927,"Since you are either the only one who has reported 
this problem, or perhaps one more person has, that is quite suggestive evidence 
that the problem may be yours or not at all common.
 
It may be caused by running something else or 
taking an action such as uninstalling something that is uncommon or very 
uncommon.  I don't consider the fact that it happens on two different 
machines to make this much less likely.  Since both machines are owned and 
used by the same person, the same action that caused the problem may have been 
taken on both machines.  
 
Gene",Dropbox innaccessibility again,30
41933,"Ervin, Glenn",2018-06-18 15:18:44.981636398,"What is a solution for a spell checker if one does not have Office installed?
I have office both at home and at work, and I rely on a spell checker to make sure I don’t send out misspelled words.
I recall the JawsLite list used to offer a spell checker utility that when installed, gave a spell checker for eMail clients.
I’m not sure if captcha is in the dictionary, but for other instances, it is a must.
I think that most Blind folks who lost their sight early on are bad spellers, since we listen to material more than we read it in Braille.
I know that my spelling is not as good as it was when I could read print.
But it is important for us to send messages without misspelled words.
Glenn",Dropbox innaccessibility again,30
41937,Sarah k Alawami,2018-06-18 15:42:03.585081882,Please start a new thread. You just hijacked to this one.,Dropbox innaccessibility again,30
41938,"Ervin, Glenn",2018-06-18 15:45:32.359759411,I don’t think so.,Dropbox innaccessibility again,30
41944,Gene,2018-06-18 16:15:24.330464651,"I doubt there is a universal spell checker.  
E-mail programs generally have their own spell checkers.  Outlook Express 
doesn't have it's own spell checker.  There is at least one spell 
checker that can be used but I don’t know how good it is.
 
If you are using a browser to 
send a message, incorrectly spelled words are flagged but I am not aware of 
suggestions, just the flag.  At times, I use a word processor with a spell 
checker to write and spell check something and then paste it into the web site's 
editor.
 
I don't know if there are 
formatting proboems doing this and I often correct spelling errors manually in 
the web site editor.
 
Gene
----- Original Message 
-----",Dropbox innaccessibility again,30
41956,Shaun Everiss,2018-06-18 20:39:09.583068612,what about tiny spell.It was what was recomended to me when I used jarte but I have never really used it as such.,Dropbox innaccessibility again,30
41958,Hareth,2018-06-18 21:15:49.451558724,"Press the applications key to get the suggestions,  in browser editorlike message body in web interface e-mail.",Dropbox innaccessibility again,30
41959,Hareth,2018-06-18 21:18:10.561762496,I've forgot to say that's the case with firefox.,Dropbox innaccessibility again,30
36896,Matt Turner,2018-03-14 12:13:01.805654035,"Hi folks.Does anyone find that firefox is really slow?I'm using nvda 2018.1.As for firefox, I've tried all of the beta/ nightly channels, but chrome, seems to run alot faster.Is it just the computer, or just me.",Firefox seems slower?,30
36900,Chris,2018-03-14 12:36:27.916634445,"Give us more info please, so we know what we are dealing with",Firefox seems slower?,30
36902,Brian's Mail list account,2018-03-14 12:42:18.980106463,"Even 52 now loads slower than it did at least the first time its run.I'm not sure what is the cause for this. Is it the patch to windows for that 10 year old bug, or something Firefox has added to all older and new versions??Brianbglists@...Sent via blueyonder.Please address personal E-mail to:-briang1@..., putting 'Brian Gaff'in the display name field.",Firefox seems slower?,30
36903,zahra,2018-03-14 12:46:08.382147047,"its because javascript is activate by default.i have this problem in any version of firefox and any version of nvdathat i tested until now!i did not work with chrome, but activating javascript and refresh andredirect of pages, also dynamic pages, make me very confused and sad.On 3/14/18, Brian's Mail list account via Groups.Io<bglists=blueyonder.co.uk@groups.io> wrote:Even 52 now loads slower than it did at least the first time its run. I'm not sure what is the cause for this. Is it the patch to windows forthat 10 year old bug, or something Firefox has added to all older and newversions??Brianbglists@...Sent via blueyonder.Please address personal E-mail to:-briang1@..., putting 'Brian Gaff'in the display name field.----- Original Message -----From: ""Matt Turner"" <meturner2214@...>To: <nvda@nvda.groups.io>Sent: Wednesday, March 14, 2018 12:12 PMSubject: [nvda] Firefox seems slower?Hi folks.Does anyone find that firefox is really slow?I'm using nvda 2018.1.As for firefox, I've tried all of the beta/ nightly channels, but chrome,seems to run alot faster.Is it just the computer, or just me.-- By God,were I given all the seven heavenswith all they containin order thatI may disobey Godby depriving an antfrom the husk of a grain of barley,I would not do it.imam ali",Firefox seems slower?,30
36907,Brian's Mail list account,2018-03-14 16:29:34.513646401,"The problem is that if you disable scripts running on pages, though many work some end up as a bit of a muddled mess.Brianbglists@...Sent via blueyonder.Please address personal E-mail to:-briang1@..., putting 'Brian Gaff'in the display name field.",Firefox seems slower?,30
36909,Gene,2018-03-14 17:37:09.682567569,"There are many pages where you have to use JAVA 
scripts to do things such as submit forms, play audio, and do other 
things.  But a lot of pages where you are just reading don't require JAVA 
scripts, and I have not seen any degredation of layout on pages if JAVA script 
support is disabled.  Indeed, it often improves the layout because a lot of 
advertisements aren't shown when JAVA scripts are disabled.  
 
Gene",Firefox seems slower?,30
36910,zahra,2018-03-14 17:45:37.905438128,"gene,i did not have this problem in quora previously.did you work with it until now?i cant sign in my account or answer any question when javascript is disabled.also, it has not edit box for writing answer to be found by e key.when javascript is enabled, when i press enter on answer link, theform writing answer is activated automaticly..what can i do to prevent this problem?",Firefox seems slower?,30
36911,Gene,2018-03-14 17:49:30.930270384,"There are sites where you have to use JAVA scripts, 
as I said.  That's how you deal with the problem.  You will have to 
enable JAVA scripts before loading the page.
 
Gene",Firefox seems slower?,30
36942,Jaffar Sidek,2018-03-15 04:30:37.288485679,"Hi.  Someone did bring up the value of migrating to the Waterfox web browser sometime ago.  Well, I took Waterfox for a spin and I am converted.  I'm not sure if Waterfox uses the mozilla engine, but it seems to be faster and smoother and less cluttered than Firefox.  I tried it with both Jaws and NVDA, and NVDA came up tops.  You can't go far wrong if you at least give Waterfox a try.  Google for it.  If you are willing to get off your comfort zone and work with something different, you'll reap the nenifits immediately.  Anyway, there is not much of a difference in Waterfox's and Firefox's interface, so the learning curve isn't steep.  Cheers!",Firefox seems slower?,30
36943,zahra,2018-03-15 05:09:36.798945844,"yes, waterfox is based on firefox, but only supports 64 bit windows!",Firefox seems slower?,30
36945,Brian's Mail list account,2018-03-15 08:52:13.899748405,"I would warn those with XP and Vista though, the last time I looked it would not work on those operating systems.Similar issues exist on Vivaldi but it also has issues with old amd processors. When Firefox 52 is no longer supported will have to look around for a replacement.At the moment the slow down is tolerable on my four core system.Brianbglists@...Sent via blueyonder.Please address personal E-mail to:-briang1@..., putting 'Brian Gaff'in the display name field.",Firefox seems slower?,30
36954,zahra,2018-03-15 09:11:23.226566355,"i wish that i can use firefox 22 forever!javascript and image display can be disabled options easily, framescan be disabled in about:config without extension and media files dontplay automaticly!i never update my firefox, even i force to use other windows one day!On 3/15/18, Brian's Mail list account via Groups.Io<bglists=blueyonder.co.uk@groups.io> wrote:I would warn those with XP and Vista though, the last time I looked it wouldnot work on those operating systems.Similar issues exist on Vivaldi but it also has issues with old amdprocessors. When Firefox 52 is no longer supported will have to look aroundfor a replacement. At the moment the slow down is tolerable on my four core system. Brianbglists@...Sent via blueyonder.Please address personal E-mail to:-briang1@..., putting 'Brian Gaff'in the display name field.----- Original Message -----From: ""Jaffar Sidek"" <jaffar.sidek10@...>To: <nvda@nvda.groups.io>Sent: Thursday, March 15, 2018 4:30 AMSubject: Re: [nvda] Firefox seems slower?Hi. Someone did bring up the value of migrating to the Waterfox webbrowser sometime ago. Well, I took Waterfox for a spin and I am converted.I'm not sure if Waterfox uses the mozilla engine, but it seems to befaster and smoother and less cluttered than Firefox. I tried it with bothJaws and NVDA, and NVDA came up tops. You can't go far wrong if you atleast give Waterfox a try. Google for it. If you are willing to get offyour comfort zone and work with something different, you'll reap thenenifits immediately. Anyway, there is not much of a difference inWaterfox's and Firefox's interface, so the learning curve isn't steep.Cheers!On 14/3/2018 8:12 PM, Matt Turner wrote:Hi folks.Does anyone find that firefox is really slow?I'm using nvda 2018.1.As for firefox, I've tried all of the beta/ nightly channels, but chrome,seems to run alot faster.Is it just the computer, or just me.-- By God,were I given all the seven heavenswith all they containin order thatI may disobey Godby depriving an antfrom the husk of a grain of barley,I would not do it.imam ali",Firefox seems slower?,30
36987,Mary Otten,2018-03-15 15:49:48.141233325,Waterfox sounds interesting. Is there an easy way to get firefox bookmarks imported?Mary,Firefox seems slower?,30
36994,Governor staten,2018-03-15 16:00:25.932852128,"It is very easy to import bookmarks from Firefox into Waterfox.
      Install it, and it gives you options from which to import from.",Firefox seems slower?,30
37001,zahra,2018-03-15 16:12:30.816930875,how about cyberfox?is it accessible now?,Firefox seems slower?,30
37070,Shaun Everiss,2018-03-16 09:59:43.263268086,"Well it uses the old firefox interface, in june this year firefox will shut down all its addons and other things so it can push everyone to use the web extention restricted framework.Waterfox aparently doesn't do this, it doesn't have all the tracking and junk, of importance to users, it is not loaded with any mozilla system addons just language packs.Its based on mozilla code and will move to its own codebase.Depending on its accessibility after june etc and the porting of things depends what I do after that.",Firefox seems slower?,30
37071,Shaun Everiss,2018-03-16 10:00:25.548296584,Which is fine for most newer systems you can't buy 32 bit systems at all and everything will go 64 bit eventually 32 bit emulation is still supported.,Firefox seems slower?,30
37073,zahra,2018-03-16 10:32:58.441439531,but i prefer to use 32bit version of windows and 32bit versions ofsoftware forever.i did not see any advantage in 64bit for myself personally.,Firefox seems slower?,30
37087,Casey,2018-03-16 15:49:48.670344726,Hi what is the best site to get this waterfox from and does it act just like firefox?Like do you use the same command to open the address bar for entering A web site address?,Firefox seems slower?,30
